YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2010/09,NonStructural Fires,New York City,1520,4:31
2010/09,NonStructural Fires,Manhattan,338,4:18
2010/09,NonStructural Fires,Bronx,241,4:51
2010/09,NonStructural Fires,Staten Island,119,5:58
2010/09,NonStructural Fires,Brooklyn,413,3:52
2010/09,NonStructural Fires,Queens,409,4:52
2010/09,Structural Fires,New York City,2100,4:03
2010/09,Structural Fires,Manhattan,480,4:07
2010/09,Structural Fires,Bronx,418,4:08
2010/09,Structural Fires,Staten Island,115,4:36
2010/09,Structural Fires,Brooklyn,698,3:33
2010/09,Structural Fires,Queens,389,4:40
2010/08,All Fire/Emergency Incidents,New York City,42639,4:32
2010/08,All Fire/Emergency Incidents,Manhattan,11203,4:35
2010/08,All Fire/Emergency Incidents,Bronx,8478,4:45
2010/08,All Fire/Emergency Incidents,Staten Island,2090,4:37
2010/08,All Fire/Emergency Incidents,Brooklyn,12018,4:06
2010/08,All Fire/Emergency Incidents,Queens,8850,4:48
2010/08,False Alarm,New York City,2524,4:17
2010/08,False Alarm,Manhattan,479,4:32
2010/08,False Alarm,Bronx,657,4:35
2010/08,False Alarm,Staten Island,210,4:15
2010/08,False Alarm,Brooklyn,522,3:49
2010/08,False Alarm,Queens,656,4:13
2010/08,Medical Emergencies,New York City,18933,4:15
2010/08,Medical Emergencies,Manhattan,5122,4:18
2010/08,Medical Emergencies,Bronx,3446,4:27
2010/08,Medical Emergencies,Staten Island,837,4:34
2010/08,Medical Emergencies,Brooklyn,5520,3:55
2010/08,Medical Emergencies,Queens,4008,4:28
2010/08,Medical False Alarm,New York City,495,4:12
2010/08,Medical False Alarm,Manhattan,135,4:13
2010/08,Medical False Alarm,Bronx,99,4:27
2010/08,Medical False Alarm,Staten Island,16,4:47
2010/08,Medical False Alarm,Brooklyn,151,3:48
2010/08,Medical False Alarm,Queens,94,4:31
2010/08,NonMedical Emergencies,New York City,17261,4:53
2010/08,NonMedical Emergencies,Manhattan,4723,4:55
2010/08,NonMedical Emergencies,Bronx,3566,5:06
2010/08,NonMedical Emergencies,Staten Island,819,4:46
2010/08,NonMedical Emergencies,Brooklyn,4749,4:26
2010/08,NonMedical Emergencies,Queens,3404,5:17
2010/08,NonStructural Fires,New York City,1466,4:27
2010/08,NonStructural Fires,Manhattan,321,4:24
2010/08,NonStructural Fires,Bronx,249,4:48
2010/08,NonStructural Fires,Staten Island,99,4:51
2010/08,NonStructural Fires,Brooklyn,454,3:55
2010/08,NonStructural Fires,Queens,343,4:50
2010/08,Structural Fires,New York City,1960,3:56
2010/08,Structural Fires,Manhattan,423,4:01
2010/08,Structural Fires,Bronx,461,4:06
2010/08,Structural Fires,Staten Island,109,4:25
2010/08,Structural Fires,Brooklyn,622,3:32
2010/08,Structural Fires,Queens,345,4:14
2010/07,All Fire/Emergency Incidents,New York City,47698,4:40
2010/07,All Fire/Emergency Incidents,Manhattan,12273,4:41
2010/07,All Fire/Emergency Incidents,Bronx,9960,4:57
2010/07,All Fire/Emergency Incidents,Staten Island,2410,4:43
2010/07,All Fire/Emergency Incidents,Brooklyn,13355,4:13
2010/07,All Fire/Emergency Incidents,Queens,9700,4:56
2010/07,False Alarm,New York City,2918,4:23
2010/07,False Alarm,Manhattan,544,4:33
2010/07,False Alarm,Bronx,796,4:33
2010/07,False Alarm,Staten Island,243,4:13
2010/07,False Alarm,Brooklyn,600,4:05
2010/07,False Alarm,Queens,735,4:24
2010/07,Medical Emergencies,New York City,19900,4:19
2010/07,Medical Emergencies,Manhattan,5397,4:18
2010/07,Medical Emergencies,Bronx,3733,4:30
2010/07,Medical Emergencies,Staten Island,943,4:39
2010/07,Medical Emergencies,Brooklyn,5678,3:56
2010/07,Medical Emergencies,Queens,4149,4:39
2010/07,Medical False Alarm,New York City,479,4:17
2010/07,Medical False Alarm,Manhattan,124,4:05
2010/07,Medical False Alarm,Bronx,97,4:49
2010/07,Medical False Alarm,Staten Island,14,3:41
2010/07,Medical False Alarm,Brooklyn,129,3:58
2010/07,Medical False Alarm,Queens,115,4:28
2010/07,NonMedical Emergencies,New York City,20230,5:04
2010/07,NonMedical Emergencies,Manhattan,5340,5:06
2010/07,NonMedical Emergencies,Bronx,4526,5:25
2010/07,NonMedical Emergencies,Staten Island,946,4:57
2010/07,NonMedical Emergencies,Brooklyn,5608,4:35
2010/07,NonMedical Emergencies,Queens,3810,5:21
2010/07,NonStructural Fires,New York City,2077,4:28
2010/07,NonStructural Fires,Manhattan,377,4:05
2010/07,NonStructural Fires,Bronx,367,4:31
2010/07,NonStructural Fires,Staten Island,171,4:49
2010/07,NonStructural Fires,Brooklyn,658,4:11
2010/07,NonStructural Fires,Queens,504,5:01
2010/07,Structural Fires,New York City,2094,4:00
2010/07,Structural Fires,Manhattan,491,4:02
2010/07,Structural Fires,Bronx,441,4:10
2010/07,Structural Fires,Staten Island,93,4:23
2010/07,Structural Fires,Brooklyn,682,3:35
2010/07,Structural Fires,Queens,387,4:24
2010/06,All Fire/Emergency Incidents,New York City,43778,4:34
2010/06,All Fire/Emergency Incidents,Manhattan,11634,4:39
2010/06,All Fire/Emergency Incidents,Bronx,8949,4:49
2010/06,All Fire/Emergency Incidents,Staten Island,2330,4:44
2010/06,All Fire/Emergency Incidents,Brooklyn,11839,4:07
2010/06,All Fire/Emergency Incidents,Queens,9026,4:49
2010/06,False Alarm,New York City,2695,4:21
2010/06,False Alarm,Manhattan,497,4:25
2010/06,False Alarm,Bronx,780,4:38
2010/06,False Alarm,Staten Island,202,4:09
2010/06,False Alarm,Brooklyn,434,3:52
2010/06,False Alarm,Queens,782,4:21
2010/06,Medical Emergencies,New York City,19256,4:16
2010/06,Medical Emergencies,Manhattan,5342,4:19
2010/06,Medical Emergencies,Bronx,3519,4:24
2010/06,Medical Emergencies,Staten Island,943,4:30
2010/06,Medical Emergencies,Brooklyn,5472,3:54
2010/06,Medical Emergencies,Queens,3980,4:33
2010/06,Medical False Alarm,New York City,460,4:14
2010/06,Medical False Alarm,Manhattan,127,4:11
2010/06,Medical False Alarm,Bronx,83,4:25
2010/06,Medical False Alarm,Staten Island,19,4:22
2010/06,Medical False Alarm,Brooklyn,124,3:55
2010/06,Medical False Alarm,Queens,107,4:32
2010/06,NonMedical Emergencies,New York City,17689,4:59
2010/06,NonMedical Emergencies,Manhattan,4820,5:01
2010/06,NonMedical Emergencies,Bronx,3853,5:15
2010/06,NonMedical Emergencies,Staten Island,967,5:02
2010/06,NonMedical Emergencies,Brooklyn,4650,4:28
2010/06,NonMedical Emergencies,Queens,3399,5:19
2010/06,NonStructural Fires,New York City,1741,4:19
2010/06,NonStructural Fires,Manhattan,426,4:18
2010/06,NonStructural Fires,Bronx,312,4:30
2010/06,NonStructural Fires,Staten Island,106,4:51
2010/06,NonStructural Fires,Brooklyn,496,3:56
2010/06,NonStructural Fires,Queens,401,4:30
2010/06,Structural Fires,New York City,1937,3:58
2010/06,Structural Fires,Manhattan,422,4:01
2010/06,Structural Fires,Bronx,402,4:06
2010/06,Structural Fires,Staten Island,93,4:50
2010/06,Structural Fires,Brooklyn,663,3:32
2010/06,Structural Fires,Queens,357,4:23
2010/05,All Fire/Emergency Incidents,New York City,43848,4:31
2010/05,All Fire/Emergency Incidents,Manhattan,11363,4:34
2010/05,All Fire/Emergency Incidents,Bronx,8748,4:43
2010/05,All Fire/Emergency Incidents,Staten Island,2410,4:49
2010/05,All Fire/Emergency Incidents,Brooklyn,12055,4:04
2010/05,All Fire/Emergency Incidents,Queens,9272,4:48
2010/05,False Alarm,New York City,2614,4:19
2010/05,False Alarm,Manhattan,424,4:20
2010/05,False Alarm,Bronx,740,4:32
2010/05,False Alarm,Staten Island,223,4:19
2010/05,False Alarm,Brooklyn,475,3:53
2010/05,False Alarm,Queens,752,4:23
2010/05,Medical Emergencies,New York City,19278,4:15
2010/05,Medical Emergencies,Manhattan,5086,4:19
2010/05,Medical Emergencies,Bronx,3617,4:24
2010/05,Medical Emergencies,Staten Island,916,4:42
2010/05,Medical Emergencies,Brooklyn,5549,3:54
2010/05,Medical Emergencies,Queens,4110,4:28
2010/05,Medical False Alarm,New York City,431,4:07
2010/05,Medical False Alarm,Manhattan,104,4:03
2010/05,Medical False Alarm,Bronx,107,4:09
2010/05,Medical False Alarm,Staten Island,16,4:08
2010/05,Medical False Alarm,Brooklyn,128,3:57
2010/05,Medical False Alarm,Queens,76,4:23
2010/05,NonMedical Emergencies,New York City,17866,4:53
2010/05,NonMedical Emergencies,Manhattan,4847,4:52
2010/05,NonMedical Emergencies,Bronx,3580,5:07
2010/05,NonMedical Emergencies,Staten Island,1074,5:04
2010/05,NonMedical Emergencies,Brooklyn,4711,4:22
2010/05,NonMedical Emergencies,Queens,3654,5:16
2010/05,NonStructural Fires,New York City,1538,4:18
2010/05,NonStructural Fires,Manhattan,373,4:12
2010/05,NonStructural Fires,Bronx,267,4:40
2010/05,NonStructural Fires,Staten Island,80,4:33
2010/05,NonStructural Fires,Brooklyn,489,3:49
2010/05,NonStructural Fires,Queens,329,4:46
2010/05,Structural Fires,New York City,2121,3:59
2010/05,Structural Fires,Manhattan,529,4:07
2010/05,Structural Fires,Bronx,437,4:07
2010/05,Structural Fires,Staten Island,101,4:34
2010/05,Structural Fires,Brooklyn,703,3:33
2010/05,Structural Fires,Queens,351,4:21
2010/04,All Fire/Emergency Incidents,New York City,38465,4:28
2010/04,All Fire/Emergency Incidents,Manhattan,10083,4:37
2010/04,All Fire/Emergency Incidents,Bronx,7711,4:37
2010/04,All Fire/Emergency Incidents,Staten Island,2325,4:45
2010/04,All Fire/Emergency Incidents,Brooklyn,10702,4:01
2010/04,All Fire/Emergency Incidents,Queens,7644,4:40
2010/04,False Alarm,New York City,2089,4:15
2010/04,False Alarm,Manhattan,370,4:26
2010/04,False Alarm,Bronx,644,4:26
2010/04,False Alarm,Staten Island,178,4:15
2010/04,False Alarm,Brooklyn,402,3:43
2010/04,False Alarm,Queens,495,4:17
2010/04,Medical Emergencies,New York City,17252,4:13
2010/04,Medical Emergencies,Manhattan,4525,4:20
2010/04,Medical Emergencies,Bronx,3145,4:20
2010/04,Medical Emergencies,Staten Island,917,4:30
2010/04,Medical Emergencies,Brooklyn,4966,3:52
2010/04,Medical Emergencies,Queens,3699,4:27
2010/04,Medical False Alarm,New York City,383,4:11
2010/04,Medical False Alarm,Manhattan,91,4:17
2010/04,Medical False Alarm,Bronx,75,4:12
2010/04,Medical False Alarm,Staten Island,14,4:33
2010/04,Medical False Alarm,Brooklyn,122,3:53
2010/04,Medical False Alarm,Queens,81,4:25
2010/04,NonMedical Emergencies,New York City,15101,4:48
2010/04,NonMedical Emergencies,Manhattan,4188,4:55
2010/04,NonMedical Emergencies,Bronx,3112,4:59
2010/04,NonMedical Emergencies,Staten Island,995,5:00
2010/04,NonMedical Emergencies,Brooklyn,4131,4:19
2010/04,NonMedical Emergencies,Queens,2675,5:03
2010/04,NonStructural Fires,New York City,1467,4:22
2010/04,NonStructural Fires,Manhattan,378,4:37
2010/04,NonStructural Fires,Bronx,265,4:26
2010/04,NonStructural Fires,Staten Island,119,4:54
2010/04,NonStructural Fires,Brooklyn,377,3:46
2010/04,NonStructural Fires,Queens,328,4:33
2010/04,Structural Fires,New York City,2173,3:59
2010/04,Structural Fires,Manhattan,531,4:06
2010/04,Structural Fires,Bronx,470,4:04
2010/04,Structural Fires,Staten Island,102,4:50
2010/04,Structural Fires,Brooklyn,704,3:33
2010/04,Structural Fires,Queens,366,4:20
2010/03,All Fire/Emergency Incidents,New York City,44564,4:44
2010/03,All Fire/Emergency Incidents,Manhattan,10558,4:43
2010/03,All Fire/Emergency Incidents,Bronx,8781,4:55
2010/03,All Fire/Emergency Incidents,Staten Island,3555,5:38
2010/03,All Fire/Emergency Incidents,Brooklyn,12672,4:12
2010/03,All Fire/Emergency Incidents,Queens,8998,5:01
2010/03,False Alarm,New York City,2157,4:33
2010/03,False Alarm,Manhattan,356,4:33
2010/03,False Alarm,Bronx,581,4:41
2010/03,False Alarm,Staten Island,211,4:54
2010/03,False Alarm,Brooklyn,432,3:59
2010/03,False Alarm,Queens,577,4:41
2010/03,Medical Emergencies,New York City,16929,4:17
2010/03,Medical Emergencies,Manhattan,4441,4:22
2010/03,Medical Emergencies,Bronx,3221,4:24
2010/03,Medical Emergencies,Staten Island,813,4:41
2010/03,Medical Emergencies,Brooklyn,4932,3:55
2010/03,Medical Emergencies,Queens,3522,4:33
2010/03,Medical False Alarm,New York City,368,4:18
2010/03,Medical False Alarm,Manhattan,75,4:10
2010/03,Medical False Alarm,Bronx,68,4:30
2010/03,Medical False Alarm,Staten Island,8,4:13
2010/03,Medical False Alarm,Brooklyn,127,3:59
2010/03,Medical False Alarm,Queens,90,4:40
2010/03,NonMedical Emergencies,New York City,21125,5:10
2010/03,NonMedical Emergencies,Manhattan,4826,5:03
2010/03,NonMedical Emergencies,Bronx,4157,5:24
2010/03,NonMedical Emergencies,Staten Island,2253,6:11
2010/03,NonMedical Emergencies,Brooklyn,5825,4:31
2010/03,NonMedical Emergencies,Queens,4064,5:31
2010/03,NonStructural Fires,New York City,1660,4:24
2010/03,NonStructural Fires,Manhattan,348,4:14
2010/03,NonStructural Fires,Bronx,243,4:30
2010/03,NonStructural Fires,Staten Island,139,4:49
2010/03,NonStructural Fires,Brooklyn,572,4:08
2010/03,NonStructural Fires,Queens,358,4:43
2010/03,Structural Fires,New York City,2325,4:02
2010/03,Structural Fires,Manhattan,512,4:14
2010/03,Structural Fires,Bronx,511,4:09
2010/03,Structural Fires,Staten Island,131,4:24
2010/03,Structural Fires,Brooklyn,784,3:36
2010/03,Structural Fires,Queens,387,4:24
2010/02,All Fire/Emergency Incidents,New York City,37065,4:41
2010/02,All Fire/Emergency Incidents,Manhattan,9189,4:40
2010/02,All Fire/Emergency Incidents,Bronx,7038,4:47
2010/02,All Fire/Emergency Incidents,Staten Island,2456,5:34
2010/02,All Fire/Emergency Incidents,Brooklyn,10863,4:15
2010/02,All Fire/Emergency Incidents,Queens,7519,4:58
2010/02,False Alarm,New York City,1548,4:35
2010/02,False Alarm,Manhattan,268,4:46
2010/02,False Alarm,Bronx,304,4:47
2010/02,False Alarm,Staten Island,137,4:35
2010/02,False Alarm,Brooklyn,390,4:04
2010/02,False Alarm,Queens,449,4:48
2010/02,Medical Emergencies,New York City,14517,4:25
2010/02,Medical Emergencies,Manhattan,3511,4:27
2010/02,Medical Emergencies,Bronx,2772,4:25
2010/02,Medical Emergencies,Staten Island,759,4:50
2010/02,Medical Emergencies,Brooklyn,4311,4:05
2010/02,Medical Emergencies,Queens,3164,4:44
2010/02,Medical False Alarm,New York City,278,4:28
2010/02,Medical False Alarm,Manhattan,58,4:31
2010/02,Medical False Alarm,Bronx,57,4:48
2010/02,Medical False Alarm,Staten Island,12,5:05
2010/02,Medical False Alarm,Brooklyn,80,3:52
2010/02,Medical False Alarm,Queens,71,4:45
2010/02,NonMedical Emergencies,New York City,16672,5:02
2010/02,NonMedical Emergencies,Manhattan,4212,4:57
2010/02,NonMedical Emergencies,Bronx,3146,5:10
2010/02,NonMedical Emergencies,Staten Island,1437,6:06
2010/02,NonMedical Emergencies,Brooklyn,4824,4:32
2010/02,NonMedical Emergencies,Queens,3053,5:19
2010/02,NonStructural Fires,New York City,1848,4:14
2010/02,NonStructural Fires,Manhattan,630,4:12
2010/02,NonStructural Fires,Bronx,207,4:32
2010/02,NonStructural Fires,Staten Island,35,4:27
2010/02,NonStructural Fires,Brooklyn,584,3:55
2010/02,NonStructural Fires,Queens,392,4:34
2010/02,Structural Fires,New York City,2202,4:01
2010/02,Structural Fires,Manhattan,510,4:07
2010/02,Structural Fires,Bronx,552,4:05
2010/02,Structural Fires,Staten Island,76,4:26
2010/02,Structural Fires,Brooklyn,674,3:35
2010/02,Structural Fires,Queens,390,4:30
2010/01,All Fire/Emergency Incidents,New York City,40548,4:31
2010/01,All Fire/Emergency Incidents,Manhattan,10314,4:37
2010/01,All Fire/Emergency Incidents,Bronx,8411,4:43
2010/01,All Fire/Emergency Incidents,Staten Island,1993,4:40
2010/01,All Fire/Emergency Incidents,Brooklyn,11539,4:02
2010/01,All Fire/Emergency Incidents,Queens,8291,4:49
2010/01,False Alarm,New York City,1725,4:19
2010/01,False Alarm,Manhattan,313,4:27
2010/01,False Alarm,Bronx,410,4:37
2010/01,False Alarm,Staten Island,126,4:08
2010/01,False Alarm,Brooklyn,366,3:51
2010/01,False Alarm,Queens,510,4:21
2010/01,Medical Emergencies,New York City,16581,4:20
2010/01,Medical Emergencies,Manhattan,4097,4:23
2010/01,Medical Emergencies,Bronx,3298,4:29
2010/01,Medical Emergencies,Staten Island,850,4:30
2010/01,Medical Emergencies,Brooklyn,4767,3:57
2010/01,Medical Emergencies,Queens,3569,4:36
2010/01,Medical False Alarm,New York City,302,4:28
2010/01,Medical False Alarm,Manhattan,77,4:27
2010/01,Medical False Alarm,Bronx,66,4:54
2010/01,Medical False Alarm,Staten Island,7,4:08
2010/01,Medical False Alarm,Brooklyn,79,3:55
2010/01,Medical False Alarm,Queens,73,4:47
2010/01,NonMedical Emergencies,New York City,18234,4:46
2010/01,NonMedical Emergencies,Manhattan,4874,4:51
2010/01,NonMedical Emergencies,Bronx,3869,4:59
2010/01,NonMedical Emergencies,Staten Island,843,4:57
2010/01,NonMedical Emergencies,Brooklyn,5176,4:14
2010/01,NonMedical Emergencies,Queens,3472,5:09
2010/01,NonStructural Fires,New York City,1239,4:11
2010/01,NonStructural Fires,Manhattan,329,4:13
2010/01,NonStructural Fires,Bronx,214,4:36
2010/01,NonStructural Fires,Staten Island,76,4:20
2010/01,NonStructural Fires,Brooklyn,378,3:43
2010/01,NonStructural Fires,Queens,242,4:24
2010/01,Structural Fires,New York City,2467,3:55
2010/01,Structural Fires,Manhattan,624,4:11
2010/01,Structural Fires,Bronx,554,3:59
2010/01,Structural Fires,Staten Island,91,4:16
2010/01,Structural Fires,Brooklyn,773,3:23
2010/01,Structural Fires,Queens,425,4:20
2009/12,All Fire/Emergency Incidents,New York City,42260,4:37
2009/12,All Fire/Emergency Incidents,Manhattan,10794,4:44
2009/12,All Fire/Emergency Incidents,Bronx,8433,4:48
2009/12,All Fire/Emergency Incidents,Staten Island,2229,4:48
2009/12,All Fire/Emergency Incidents,Brooklyn,11953,4:09
2009/12,All Fire/Emergency Incidents,Queens,8851,4:56
2009/12,False Alarm,New York City,1947,4:22
2009/12,False Alarm,Manhattan,400,4:36
2009/12,False Alarm,Bronx,425,4:38
2009/12,False Alarm,Staten Island,119,4:32
2009/12,False Alarm,Brooklyn,439,3:54
2009/12,False Alarm,Queens,564,4:20
2009/12,Medical Emergencies,New York City,16706,4:26
2009/12,Medical Emergencies,Manhattan,4257,4:29
2009/12,Medical Emergencies,Bronx,3210,4:34
2009/12,Medical Emergencies,Staten Island,900,4:38
2009/12,Medical Emergencies,Brooklyn,4647,4:02
2009/12,Medical Emergencies,Queens,3692,4:42
2009/12,Medical False Alarm,New York City,370,4:32
2009/12,Medical False Alarm,Manhattan,104,4:29
2009/12,Medical False Alarm,Bronx,51,4:55
2009/12,Medical False Alarm,Staten Island,14,5:38
2009/12,Medical False Alarm,Brooklyn,103,4:06
2009/12,Medical False Alarm,Queens,98,4:45
2009/12,NonMedical Emergencies,New York City,19205,4:53
2009/12,NonMedical Emergencies,Manhattan,5017,5:00
2009/12,NonMedical Emergencies,Bronx,3937,5:03
2009/12,NonMedical Emergencies,Staten Island,1018,5:00
2009/12,NonMedical Emergencies,Brooklyn,5533,4:20
2009/12,NonMedical Emergencies,Queens,3700,5:19
2009/12,NonStructural Fires,New York City,1358,4:16
2009/12,NonStructural Fires,Manhattan,366,4:13
2009/12,NonStructural Fires,Bronx,214,4:38
2009/12,NonStructural Fires,Staten Island,48,4:39
2009/12,NonStructural Fires,Brooklyn,415,3:47
2009/12,NonStructural Fires,Queens,315,4:38
2009/12,Structural Fires,New York City,2674,4:04
2009/12,Structural Fires,Manhattan,650,4:14
2009/12,Structural Fires,Bronx,596,4:12
2009/12,Structural Fires,Staten Island,130,4:30
2009/12,Structural Fires,Brooklyn,816,3:38
2009/12,Structural Fires,Queens,482,4:19
2009/11,All Fire/Emergency Incidents,New York City,38197,4:29
2009/11,All Fire/Emergency Incidents,Manhattan,9820,4:37
2009/11,All Fire/Emergency Incidents,Bronx,7701,4:41
2009/11,All Fire/Emergency Incidents,Staten Island,2136,4:40
2009/11,All Fire/Emergency Incidents,Brooklyn,10861,4:01
2009/11,All Fire/Emergency Incidents,Queens,7679,4:45
2009/11,False Alarm,New York City,1977,4:14
2009/11,False Alarm,Manhattan,353,4:25
2009/11,False Alarm,Bronx,508,4:28
2009/11,False Alarm,Staten Island,223,4:20
2009/11,False Alarm,Brooklyn,416,3:37
2009/11,False Alarm,Queens,477,4:21
2009/11,Medical Emergencies,New York City,16751,4:18
2009/11,Medical Emergencies,Manhattan,4284,4:25
2009/11,Medical Emergencies,Bronx,3122,4:28
2009/11,Medical Emergencies,Staten Island,909,4:26
2009/11,Medical Emergencies,Brooklyn,4832,3:56
2009/11,Medical Emergencies,Queens,3604,4:32
2009/11,Medical False Alarm,New York City,328,4:08
2009/11,Medical False Alarm,Manhattan,90,4:16
2009/11,Medical False Alarm,Bronx,60,4:02
2009/11,Medical False Alarm,Staten Island,17,3:30
2009/11,Medical False Alarm,Brooklyn,69,3:44
